rank,song,artist,last-week,peak-rank,weeks-on-board,date
56,Blue (Da Ba Dee),Eiffel 65,42,6,17,2000-04-01
57,Carlene,Phil Vassar,64,57,5,2000-04-01
58,Smile,Lonestar,50,39,16,2000-04-01
59,Cowboy Take Me Away,Dixie Chicks,56,27,19,2000-04-01
60,That's What I'm Looking For,Da Brat,60,60,6,2000-04-01
61,Because You Love Me,Jo Dee Messina,61,53,10,2000-04-01
62,The Way You Love Me,Faith Hill,66,62,4,2000-04-01
63,Be With You,Enrique Iglesias,,63,1,2000-04-01
64,I Wish,Carl Thomas,75,64,2,2000-04-01
65,Buy Me A Rose,Kenny Rogers With Alison Krauss & Billy Dean,65,65,4,2000-04-01
66,Love Is Blind,Eve Featuring Faith Evans,59,34,13,2000-04-01
67,She's More,Andy Griggs,69,67,4,2000-04-01
68,One Night Stand,J-Shin Featuring LaTocha Scott,58,34,15,2000-04-01
69,I Need A Hot Girl,Hot Boys,70,65,7,2000-04-01
70,U Don't Love Me,Kumbia Kings Featuring A.B. Quintanilla,67,62,5,2000-04-01
71,It Was,Chely Wright,72,71,5,2000-04-01
72,You Owe Me,NAS Featuring Ginuwine,74,72,2,2000-04-01
73,Where You Are,Jessica Simpson Featuring Nick Lachey,,73,1,2000-04-01
74,Anything,JAY-Z,63,55,6,2000-04-01
75,Couldn't Last A Moment,Collin Raye,85,75,3,2000-04-01
76,Shackles (Praise You),Mary Mary,90,76,2,2000-04-01
77,I Belong To You,Lenny Kravitz,78,77,2,2000-04-01
78,Private Emotion,Ricky Martin Featuring Meja,71,67,4,2000-04-01
79,What I Need To Do,Kenny Chesney,,79,1,2000-04-01
80,"Ryde Or Die, Chick",The Lox Featuring Timbaland And EVE,73,73,3,2000-04-01
81,Daddy Won't Sell The Farm,Montgomery Gentry,79,79,5,2000-04-01
82,This Woman Needs,SHeDAISY,68,57,9,2000-04-01
83,Mr. Too Damn Good,Gerald Levert,83,83,3,2000-04-01
84,Can't Stay,Dave Hollister,84,84,2,2000-04-01
85,Real Live Woman,Trisha Yearwood,,85,1,2000-04-01
86,"Left, Right, Left",Drama,80,73,8,2000-04-01
87,Mirror Mirror,M2M,,87,1,2000-04-01
88,Stay Or Let It Go,Brian McKnight,76,76,6,2000-04-01
89,No More Rain (In This Cloud),Angie Stone,81,56,15,2000-04-01
90,G'd Up,Snoop Dogg Presents Tha Eastsidaz,82,47,13,2000-04-01
91,Whistle While You Twurk,Ying Yang Twins,94,91,3,2000-04-01
92,I'm Outta Love,Anastacia,,92,1,2000-04-01
93,No Leaf Clover,Metallica,86,74,8,2000-04-01
94,Baby Don't Cry (Keep Ya Head Up II),2Pac + Outlawz,87,72,6,2000-04-01
95,Got To Get It,Sisqo Featuring Make It Hot,88,40,20,2000-04-01
96,Swear It Again,Westlife,,96,1,2000-04-01
97,Unconditional,Clay Davidson,97,97,2,2000-04-01
98,If You Don't Wanna Love Me,Tamar Braxton,98,98,2,2000-04-01
99,No Mercy,Ty Herndon,99,99,3,2000-04-01
100,Re-arranged,Limp Bizkit,93,88,18,2000-04-01
1,Say My Name,Destiny's Child,1,1,14,2000-03-25
2,Maria Maria,Santana Featuring The Product G&B,3,2,7,2000-03-25
3,Amazed,Lonestar,2,1,34,2000-03-25
4,Breathe,Faith Hill,4,3,21,2000-03-25
5,Bye Bye Bye,'N Sync,5,5,9,2000-03-25
6,Show Me The Meaning Of Being Lonely,Backstreet Boys,6,6,13,2000-03-25
7,That's The Way It Is,Celine Dion,7,6,20,2000-03-25
8,I Knew I Loved You,Savage Garden,8,1,23,2000-03-25
9,Get It On Tonite,Montell Jordan,9,4,23,2000-03-25
10,Smooth,Santana Featuring Rob Thomas,10,1,35,2000-03-25
11,There You Go,P!nk,12,11,4,2000-03-25
12,It Feels So Good,Sonique,14,12,10,2000-03-25
13,Thong Song,Sisqo,16,13,9,2000-03-25
14,All The Small Things,Blink-182,11,6,17,2000-03-25
15,What A Girl Wants,Christina Aguilera,13,1,18,2000-03-25
16,Never Let You Go,Third Eye Blind,19,16,10,2000-03-25
17,Hot Boyz,"Missy ""Misdemeanor"" Elliott Featuring NAS, EVE & Q-Tip",15,5,18,2000-03-25
18,Bring It All To Me,Blaque,17,5,23,2000-03-25
19,Everything You Want,Vertical Horizon,22,19,10,2000-03-25
20,I Try,Macy Gray,30,20,6,2000-03-25
21,Back At One,Brian McKnight,18,2,31,2000-03-25
22,I Need To Know,Marc Anthony,20,3,29,2000-03-25
23,I Wanna Know,Joe,25,23,13,2000-03-25
24,Take A Picture,Filter,23,12,18,2000-03-25
25,Forgot About Dre,Dr. Dre Featuring Eminem,26,25,10,2000-03-25
26,Only God Knows Why,Kid Rock,35,26,6,2000-03-25
27,I Learned From The Best,Whitney Houston,28,27,6,2000-03-25
28,Thank God I Found You,Mariah Carey Featuring Joe & 98 Degrees,21,1,16,2000-03-25
29,Goodbye Earl,Dixie Chicks,40,29,2,2000-03-25
30,You Sang To Me,Marc Anthony,43,30,5,2000-03-25
31,Then The Morning Comes,Smash Mouth,27,11,22,2000-03-25
32,American Pie,Madonna,33,29,6,2000-03-25
33,From The Bottom Of My Broken Heart,Britney Spears,24,14,9,2000-03-25
34,Another Dumb Blonde,Hoku,34,34,6,2000-03-25
35,Untitled (How Does It Feel),D'Angelo,31,25,10,2000-03-25
36,How Do You Like Me Now?!,Toby Keith,36,36,9,2000-03-25
37,I Like It,Sammie,29,29,9,2000-03-25
38,I Don't Wanna,Aaliyah,38,35,9,2000-03-25
39,The Best Day,George Strait,41,39,9,2000-03-25
40,Otherside,Red Hot Chili Peppers,49,40,7,2000-03-25
41,My Best Friend,Tim McGraw,39,29,18,2000-03-25
42,Blue (Da Ba Dee),Eiffel 65,32,6,16,2000-03-25
43,Higher,Creed,,43,21,2000-03-25
44,Lessons Learned,Tracy Lawrence,48,44,9,2000-03-25
45,Back At One,Mark Wills,46,36,11,2000-03-25
46,Meet Virginia,Train,42,20,25,2000-03-25
47,Falls Apart,Sugar Ray,37,29,11,2000-03-25
48,Love's The Only House,Martina McBride,52,48,8,2000-03-25
49,Party Up (Up In Here),DMX,56,49,5,2000-03-25
50,Smile,Lonestar,45,39,15,2000-03-25
51,He Can't Love U,Jagged Edge,44,15,16,2000-03-25
52,Whoa!,Black Rob,53,52,4,2000-03-25
53,Try Again,Aaliyah,59,53,2,2000-03-25
54,Feelin' So Good,Jennifer Lopez Featuring Big Pun & Fat Joe,54,54,6,2000-03-25
55,He Wasn't Man Enough,Toni Braxton,63,55,2,2000-03-25
56,Cowboy Take Me Away,Dixie Chicks,51,27,18,2000-03-25
57,Been There,Clint Black With Steve Wariner,58,57,6,2000-03-25
58,One Night Stand,J-Shin Featuring LaTocha Scott,47,34,14,2000-03-25
59,Love Is Blind,Eve Featuring Faith Evans,50,34,12,2000-03-25
60,That's What I'm Looking For,Da Brat,60,60,5,2000-03-25
61,Because You Love Me,Jo Dee Messina,57,53,9,2000-03-25
62,The Bad Touch,Bloodhound Gang,70,62,2,2000-03-25
63,Anything,JAY-Z,55,55,5,2000-03-25
64,Carlene,Phil Vassar,64,64,4,2000-03-25
65,Buy Me A Rose,Kenny Rogers With Alison Krauss & Billy Dean,72,65,3,2000-03-25
66,The Way You Love Me,Faith Hill,68,66,3,2000-03-25
67,U Don't Love Me,Kumbia Kings Featuring A.B. Quintanilla,62,62,4,2000-03-25
68,This Woman Needs,SHeDAISY,61,57,8,2000-03-25
69,She's More,Andy Griggs,76,69,3,2000-03-25
70,I Need A Hot Girl,Hot Boys,65,65,6,2000-03-25
71,Private Emotion,Ricky Martin Featuring Meja,67,67,3,2000-03-25
72,It Was,Chely Wright,75,72,4,2000-03-25
73,"Ryde Or Die, Chick",The Lox Featuring Timbaland And EVE,86,73,2,2000-03-25
74,You Owe Me,NAS Featuring Ginuwine,,74,1,2000-03-25
75,I Wish,Carl Thomas,,75,1,2000-03-25
76,Stay Or Let It Go,Brian McKnight,78,76,5,2000-03-25
77,Do What You Gotta Do,Garth Brooks,69,69,6,2000-03-25
78,I Belong To You,Lenny Kravitz,,78,1,2000-03-25
79,Daddy Won't Sell The Farm,Montgomery Gentry,81,79,4,2000-03-25
80,"Left, Right, Left",Drama,73,73,7,2000-03-25
81,No More Rain (In This Cloud),Angie Stone,71,56,14,2000-03-25
82,G'd Up,Snoop Dogg Presents Tha Eastsidaz,83,47,12,2000-03-25
83,Mr. Too Damn Good,Gerald Levert,84,83,2,2000-03-25
84,Can't Stay,Dave Hollister,,84,1,2000-03-25
85,Couldn't Last A Moment,Collin Raye,91,85,2,2000-03-25
86,No Leaf Clover,Metallica,80,74,7,2000-03-25
87,Baby Don't Cry (Keep Ya Head Up II),2Pac + Outlawz,77,72,5,2000-03-25
88,Got To Get It,Sisqo Featuring Make It Hot,82,40,19,2000-03-25
89,The Best Man I Can Be,"Ginuwine, R.L., Tyrese, Case",85,77,12,2000-03-25
90,Shackles (Praise You),Mary Mary,,90,1,2000-03-25
91,The Great Beyond,R.E.M.,79,57,14,2000-03-25
92,Dear Lie,TLC,74,51,7,2000-03-25
93,Re-arranged,Limp Bizkit,90,88,17,2000-03-25
94,Whistle While You Twurk,Ying Yang Twins,95,94,2,2000-03-25
95,Angels,Robbie Williams,89,53,19,2000-03-25
96,Rhythm Divine,Enrique Iglesias,88,32,17,2000-03-25
97,Unconditional,Clay Davidson,,97,1,2000-03-25
98,If You Don't Wanna Love Me,Tamar Braxton,,98,1,2000-03-25
99,No Mercy,Ty Herndon,100,99,2,2000-03-25
100,What's My Name,DMX,94,67,11,2000-03-25
1,Say My Name,Destiny's Child,14,1,13,2000-03-18
2,Amazed,Lonestar,1,1,33,2000-03-18
3,Maria Maria,Santana Featuring The Product G&B,2,2,6,2000-03-18
4,Breathe,Faith Hill,3,3,20,2000-03-18
5,Bye Bye Bye,'N Sync,6,5,8,2000-03-18
6,Show Me The Meaning Of Being Lonely,Backstreet Boys,7,6,12,2000-03-18
7,That's The Way It Is,Celine Dion,8,6,19,2000-03-18
8,I Knew I Loved You,Savage Garden,4,1,22,2000-03-18
9,Get It On Tonite,Montell Jordan,5,4,22,2000-03-18
10,Smooth,Santana Featuring Rob Thomas,10,1,34,2000-03-18
11,All The Small Things,Blink-182,9,6,16,2000-03-18
12,There You Go,P!nk,15,12,3,2000-03-18
13,What A Girl Wants,Christina Aguilera,11,1,17,2000-03-18
14,It Feels So Good,Sonique,16,14,9,2000-03-18
15,Hot Boyz,"Missy ""Misdemeanor"" Elliott Featuring NAS, EVE & Q-Tip",12,5,17,2000-03-18
16,Thong Song,Sisqo,20,16,8,2000-03-18
17,Bring It All To Me,Blaque,18,5,22,2000-03-18
18,Back At One,Brian McKnight,19,2,30,2000-03-18
19,Never Let You Go,Third Eye Blind,21,19,9,2000-03-18
20,I Need To Know,Marc Anthony,23,3,28,2000-03-18
21,Thank God I Found You,Mariah Carey Featuring Joe & 98 Degrees,13,1,15,2000-03-18
22,Everything You Want,Vertical Horizon,26,22,9,2000-03-18
23,Take A Picture,Filter,22,12,17,2000-03-18
24,From The Bottom Of My Broken Heart,Britney Spears,17,14,8,2000-03-18
25,I Wanna Know,Joe,27,25,12,2000-03-18
26,Forgot About Dre,Dr. Dre Featuring Eminem,31,26,9,2000-03-18
27,Then The Morning Comes,Smash Mouth,25,11,21,2000-03-18
28,I Learned From The Best,Whitney Houston,40,28,5,2000-03-18
29,I Like It,Sammie,30,29,8,2000-03-18
30,I Try,Macy Gray,36,30,5,2000-03-18
31,Untitled (How Does It Feel),D'Angelo,28,25,9,2000-03-18
32,Blue (Da Ba Dee),Eiffel 65,24,6,15,2000-03-18
33,American Pie,Madonna,29,29,5,2000-03-18
34,Another Dumb Blonde,Hoku,34,34,5,2000-03-18
35,Only God Knows Why,Kid Rock,39,35,5,2000-03-18
36,How Do You Like Me Now?!,Toby Keith,41,36,8,2000-03-18
37,Falls Apart,Sugar Ray,32,29,10,2000-03-18
38,I Don't Wanna,Aaliyah,35,35,8,2000-03-18
39,My Best Friend,Tim McGraw,38,29,17,2000-03-18
40,Goodbye Earl,Dixie Chicks,,40,1,2000-03-18
41,The Best Day,George Strait,44,41,8,2000-03-18
42,Meet Virginia,Train,37,20,24,2000-03-18
43,You Sang To Me,Marc Anthony,50,43,4,2000-03-18
44,He Can't Love U,Jagged Edge,33,15,15,2000-03-18
45,Smile,Lonestar,43,39,14,2000-03-18
46,Back At One,Mark Wills,42,36,10,2000-03-18
47,One Night Stand,J-Shin Featuring LaTocha Scott,45,34,13,2000-03-18
48,Lessons Learned,Tracy Lawrence,48,48,8,2000-03-18
49,Otherside,Red Hot Chili Peppers,51,49,6,2000-03-18
50,Love Is Blind,Eve Featuring Faith Evans,46,34,11,2000-03-18
51,Cowboy Take Me Away,Dixie Chicks,47,27,17,2000-03-18
52,Love's The Only House,Martina McBride,52,52,7,2000-03-18
53,Whoa!,Black Rob,59,53,3,2000-03-18
54,Feelin' So Good,Jennifer Lopez Featuring Big Pun & Fat Joe,54,54,5,2000-03-18
55,Anything,JAY-Z,55,55,4,2000-03-18
56,Party Up (Up In Here),DMX,62,56,4,2000-03-18
57,Because You Love Me,Jo Dee Messina,53,53,8,2000-03-18
58,Been There,Clint Black With Steve Wariner,58,58,5,2000-03-18
59,Try Again,Aaliyah,,59,1,2000-03-18
60,That's What I'm Looking For,Da Brat,60,60,4,2000-03-18
61,This Woman Needs,SHeDAISY,57,57,7,2000-03-18
62,U Don't Love Me,Kumbia Kings Featuring A.B. Quintanilla,64,62,3,2000-03-18
63,He Wasn't Man Enough,Toni Braxton,,63,1,2000-03-18
64,Carlene,Phil Vassar,67,64,3,2000-03-18
65,I Need A Hot Girl,Hot Boys,65,65,5,2000-03-18
66,Hanginaround,Counting Crows,61,28,20,2000-03-18
67,Private Emotion,Ricky Martin Featuring Meja,76,67,2,2000-03-18
68,The Way You Love Me,Faith Hill,80,68,2,2000-03-18
69,Do What You Gotta Do,Garth Brooks,70,69,5,2000-03-18
70,The Bad Touch,Bloodhound Gang,,70,1,2000-03-18
71,No More Rain (In This Cloud),Angie Stone,73,56,13,2000-03-18
72,Buy Me A Rose,Kenny Rogers With Alison Krauss & Billy Dean,79,72,2,2000-03-18
73,"Left, Right, Left",Drama,75,73,6,2000-03-18
74,Dear Lie,TLC,56,51,6,2000-03-18
75,It Was,Chely Wright,78,75,3,2000-03-18
76,She's More,Andy Griggs,81,76,2,2000-03-18
77,Baby Don't Cry (Keep Ya Head Up II),2Pac + Outlawz,72,72,4,2000-03-18
78,Stay Or Let It Go,Brian McKnight,82,78,4,2000-03-18
79,The Great Beyond,R.E.M.,63,57,13,2000-03-18
80,No Leaf Clover,Metallica,74,74,6,2000-03-18
81,Daddy Won't Sell The Farm,Montgomery Gentry,83,81,3,2000-03-18
82,Got To Get It,Sisqo Featuring Make It Hot,68,40,18,2000-03-18
83,G'd Up,Snoop Dogg Presents Tha Eastsidaz,69,47,11,2000-03-18
84,Mr. Too Damn Good,Gerald Levert,,84,1,2000-03-18
85,The Best Man I Can Be,"Ginuwine, R.L., Tyrese, Case",77,77,11,2000-03-18
86,"Ryde Or Die, Chick",The Lox Featuring Timbaland And EVE,,86,1,2000-03-18
87,24/7,Kevon Edmonds,84,10,20,2000-03-18
88,Rhythm Divine,Enrique Iglesias,66,32,16,2000-03-18
89,Angels,Robbie Williams,91,53,18,2000-03-18
90,Re-arranged,Limp Bizkit,89,88,16,2000-03-18
91,Couldn't Last A Moment,Collin Raye,,91,1,2000-03-18
92,None Of Ur Friends Business,Ginuwine,85,48,15,2000-03-18
93,Shake Your Bon-Bon,Ricky Martin,87,22,18,2000-03-18
94,What's My Name,DMX,90,67,10,2000-03-18
95,Whistle While You Twurk,Ying Yang Twins,,95,1,2000-03-18
96,If You Love Me,Mint Condition,93,30,20,2000-03-18
97,Get Up,Amel Larrieux,97,97,3,2000-03-18
98,Still In My Heart,Tracie Spencer,88,88,3,2000-03-18
99,Put Your Hand In Mine,Tracy Byrd,92,76,8,2000-03-18
100,No Mercy,Ty Herndon,,100,1,2000-03-18
1,Amazed,Lonestar,1,1,32,2000-03-11
2,Maria Maria,Santana Featuring The Product G&B,5,2,5,2000-03-11
3,Breathe,Faith Hill,3,3,19,2000-03-11
4,I Knew I Loved You,Savage Garden,2,1,21,2000-03-11
5,Get It On Tonite,Montell Jordan,10,4,21,2000-03-11
6,Bye Bye Bye,'N Sync,7,6,7,2000-03-11
7,Show Me The Meaning Of Being Lonely,Backstreet Boys,9,7,11,2000-03-11
8,That's The Way It Is,Celine Dion,6,6,18,2000-03-11
9,All The Small Things,Blink-182,8,6,15,2000-03-11
10,Smooth,Santana Featuring Rob Thomas,13,1,33,2000-03-11
11,What A Girl Wants,Christina Aguilera,12,1,16,2000-03-11
12,Hot Boyz,"Missy ""Misdemeanor"" Elliott Featuring NAS, EVE & Q-Tip",11,5,16,2000-03-11
13,Thank God I Found You,Mariah Carey Featuring Joe & 98 Degrees,4,1,14,2000-03-11
14,Say My Name,Destiny's Child,17,13,12,2000-03-11
15,There You Go,P!nk,25,15,2,2000-03-11
16,It Feels So Good,Sonique,16,16,8,2000-03-11
17,From The Bottom Of My Broken Heart,Britney Spears,14,14,7,2000-03-11
18,Bring It All To Me,Blaque,15,5,21,2000-03-11
19,Back At One,Brian McKnight,18,2,29,2000-03-11
20,Thong Song,Sisqo,23,20,7,2000-03-11
21,Never Let You Go,Third Eye Blind,22,21,8,2000-03-11
22,Take A Picture,Filter,19,12,16,2000-03-11
23,I Need To Know,Marc Anthony,20,3,27,2000-03-11
24,Blue (Da Ba Dee),Eiffel 65,21,6,14,2000-03-11
25,Then The Morning Comes,Smash Mouth,24,11,20,2000-03-11
26,Everything You Want,Vertical Horizon,31,26,8,2000-03-11
27,I Wanna Know,Joe,27,27,11,2000-03-11
28,Untitled (How Does It Feel),D'Angelo,28,25,8,2000-03-11
29,American Pie,Madonna,29,29,4,2000-03-11
30,I Like It,Sammie,33,30,7,2000-03-11
31,Forgot About Dre,Dr. Dre Featuring Eminem,30,30,8,2000-03-11
32,Falls Apart,Sugar Ray,32,29,9,2000-03-11
33,He Can't Love U,Jagged Edge,26,15,14,2000-03-11
34,Another Dumb Blonde,Hoku,49,34,4,2000-03-11
35,I Don't Wanna,Aaliyah,35,35,7,2000-03-11
36,I Try,Macy Gray,47,36,4,2000-03-11
37,Meet Virginia,Train,37,20,23,2000-03-11
38,My Best Friend,Tim McGraw,36,29,16,2000-03-11
39,Only God Knows Why,Kid Rock,46,39,4,2000-03-11
40,I Learned From The Best,Whitney Houston,83,40,4,2000-03-11
41,How Do You Like Me Now?!,Toby Keith,43,41,7,2000-03-11
42,Back At One,Mark Wills,39,36,9,2000-03-11
43,Smile,Lonestar,41,39,13,2000-03-11
44,The Best Day,George Strait,44,44,7,2000-03-11
45,One Night Stand,J-Shin Featuring LaTocha Scott,38,34,12,2000-03-11
46,Love Is Blind,Eve Featuring Faith Evans,42,34,10,2000-03-11
47,Cowboy Take Me Away,Dixie Chicks,40,27,16,2000-03-11
48,Lessons Learned,Tracy Lawrence,48,48,7,2000-03-11
49,My Love Is Your Love,Whitney Houston,34,4,28,2000-03-11
50,You Sang To Me,Marc Anthony,54,50,3,2000-03-11
51,Otherside,Red Hot Chili Peppers,52,51,5,2000-03-11
52,Love's The Only House,Martina McBride,53,52,6,2000-03-11
53,Because You Love Me,Jo Dee Messina,55,53,7,2000-03-11
54,Feelin' So Good,Jennifer Lopez Featuring Big Pun & Fat Joe,66,54,4,2000-03-11
55,Anything,JAY-Z,58,55,3,2000-03-11
56,Dear Lie,TLC,51,51,5,2000-03-11
57,This Woman Needs,SHeDAISY,57,57,6,2000-03-11
58,Been There,Clint Black With Steve Wariner,62,58,4,2000-03-11
59,Whoa!,Black Rob,78,59,2,2000-03-11
60,That's What I'm Looking For,Da Brat,73,60,3,2000-03-11
61,Hanginaround,Counting Crows,59,28,19,2000-03-11
62,Party Up (Up In Here),DMX,74,62,3,2000-03-11
63,The Great Beyond,R.E.M.,60,57,12,2000-03-11
64,U Don't Love Me,Kumbia Kings Featuring A.B. Quintanilla,81,64,2,2000-03-11
65,I Need A Hot Girl,Hot Boys,71,65,4,2000-03-11
66,Rhythm Divine,Enrique Iglesias,61,32,15,2000-03-11
67,Carlene,Phil Vassar,75,67,2,2000-03-11
68,Got To Get It,Sisqo Featuring Make It Hot,64,40,17,2000-03-11
69,G'd Up,Snoop Dogg Presents Tha Eastsidaz,65,47,10,2000-03-11
70,Do What You Gotta Do,Garth Brooks,72,70,4,2000-03-11
71,What Do You Say,Reba,68,31,20,2000-03-11
72,Baby Don't Cry (Keep Ya Head Up II),2Pac + Outlawz,82,72,3,2000-03-11
73,No More Rain (In This Cloud),Angie Stone,63,56,12,2000-03-11
74,No Leaf Clover,Metallica,76,74,5,2000-03-11
75,"Left, Right, Left",Drama,80,75,5,2000-03-11
76,Private Emotion,Ricky Martin Featuring Meja,,76,1,2000-03-11
77,The Best Man I Can Be,"Ginuwine, R.L., Tyrese, Case",77,77,10,2000-03-11
78,It Was,Chely Wright,86,78,2,2000-03-11
79,Buy Me A Rose,Kenny Rogers With Alison Krauss & Billy Dean,,79,1,2000-03-11
80,The Way You Love Me,Faith Hill,,80,1,2000-03-11
81,She's More,Andy Griggs,,81,1,2000-03-11
82,Stay Or Let It Go,Brian McKnight,92,82,3,2000-03-11
83,Daddy Won't Sell The Farm,Montgomery Gentry,87,83,2,2000-03-11
84,24/7,Kevon Edmonds,69,10,19,2000-03-11
85,None Of Ur Friends Business,Ginuwine,85,48,14,2000-03-11
86,Candy,Mandy Moore,89,41,20,2000-03-11
87,Shake Your Bon-Bon,Ricky Martin,70,22,17,2000-03-11
88,Still In My Heart,Tracie Spencer,95,88,2,2000-03-11
89,Re-arranged,Limp Bizkit,91,88,15,2000-03-11
90,What's My Name,DMX,90,67,9,2000-03-11
91,Angels,Robbie Williams,93,53,17,2000-03-11
92,Put Your Hand In Mine,Tracy Byrd,88,76,7,2000-03-11
93,If You Love Me,Mint Condition,84,30,19,2000-03-11
94,Girl On TV,LFO,94,10,17,2000-03-11
95,Do It Again (Put Ya Hands Up),Jay-Z Featuring Beanie Sigel & Amil,96,65,9,2000-03-11
96,U Understand,Juvenile,97,83,6,2000-03-11
97,Get Up,Amel Larrieux,100,97,2,2000-03-11
98,Guerrilla Radio,Rage Against The Machine,98,69,20,2000-03-11
99,Best Friend,Puff Daddy Featuring Mario Winans & Hezekiah Walker & The Love Fe,79,59,5,2000-03-11
100,Pop A Top,Alan Jackson,,43,17,2000-03-11
1,Amazed,Lonestar,3,1,31,2000-03-04
2,I Knew I Loved You,Savage Garden,1,1,20,2000-03-04
3,Breathe,Faith Hill,5,3,18,2000-03-04
4,Thank God I Found You,Mariah Carey Featuring Joe & 98 Degrees,2,1,13,2000-03-04
5,Maria Maria,Santana Featuring The Product G&B,6,5,4,2000-03-04
6,That's The Way It Is,Celine Dion,11,6,17,2000-03-04
7,Bye Bye Bye,'N Sync,13,7,6,2000-03-04
8,All The Small Things,Blink-182,8,6,14,2000-03-04
9,Show Me The Meaning Of Being Lonely,Backstreet Boys,12,9,10,2000-03-04
10,Get It On Tonite,Montell Jordan,7,4,20,2000-03-04
11,Hot Boyz,"Missy ""Misdemeanor"" Elliott Featuring NAS, EVE & Q-Tip",10,5,15,2000-03-04
12,What A Girl Wants,Christina Aguilera,4,1,15,2000-03-04
13,Smooth,Santana Featuring Rob Thomas,9,1,32,2000-03-04
14,From The Bottom Of My Broken Heart,Britney Spears,14,14,6,2000-03-04
15,Bring It All To Me,Blaque,15,5,20,2000-03-04
16,It Feels So Good,Sonique,17,16,7,2000-03-04
17,Say My Name,Destiny's Child,18,13,11,2000-03-04
18,Back At One,Brian McKnight,16,2,28,2000-03-04
19,Take A Picture,Filter,20,12,15,2000-03-04
20,I Need To Know,Marc Anthony,21,3,26,2000-03-04
21,Blue (Da Ba Dee),Eiffel 65,19,6,13,2000-03-04
22,Never Let You Go,Third Eye Blind,22,22,7,2000-03-04
23,Thong Song,Sisqo,26,23,6,2000-03-04
24,Then The Morning Comes,Smash Mouth,23,11,19,2000-03-04
25,There You Go,P!nk,,25,1,2000-03-04
26,He Can't Love U,Jagged Edge,24,15,13,2000-03-04
27,I Wanna Know,Joe,28,27,10,2000-03-04
28,Untitled (How Does It Feel),D'Angelo,25,25,7,2000-03-04
29,American Pie,Madonna,35,29,3,2000-03-04
30,Forgot About Dre,Dr. Dre Featuring Eminem,30,30,7,2000-03-04
31,Everything You Want,Vertical Horizon,33,31,7,2000-03-04
32,Falls Apart,Sugar Ray,29,29,8,2000-03-04
33,I Like It,Sammie,40,33,6,2000-03-04
34,My Love Is Your Love,Whitney Houston,27,4,27,2000-03-04
35,I Don't Wanna,Aaliyah,38,35,6,2000-03-04
36,My Best Friend,Tim McGraw,31,29,15,2000-03-04
37,Meet Virginia,Train,32,20,22,2000-03-04
38,One Night Stand,J-Shin Featuring LaTocha Scott,34,34,11,2000-03-04
39,Back At One,Mark Wills,36,36,8,2000-03-04
40,Cowboy Take Me Away,Dixie Chicks,37,27,15,2000-03-04
41,Smile,Lonestar,43,39,12,2000-03-04
42,Love Is Blind,Eve Featuring Faith Evans,39,34,9,2000-03-04
43,How Do You Like Me Now?!,Toby Keith,45,43,6,2000-03-04
44,The Best Day,George Strait,44,44,6,2000-03-04
45,U Know What's Up,Donell Jones,41,7,24,2000-03-04
46,Only God Knows Why,Kid Rock,47,46,3,2000-03-04
47,I Try,Macy Gray,51,47,3,2000-03-04
48,Lessons Learned,Tracy Lawrence,48,48,6,2000-03-04
49,Another Dumb Blonde,Hoku,49,49,3,2000-03-04
50,Learn To Fly,Foo Fighters,42,19,21,2000-03-04
51,Dear Lie,TLC,52,51,4,2000-03-04
52,Otherside,Red Hot Chili Peppers,65,52,4,2000-03-04
53,Love's The Only House,Martina McBride,58,53,5,2000-03-04
54,You Sang To Me,Marc Anthony,77,54,2,2000-03-04
55,Because You Love Me,Jo Dee Messina,66,55,6,2000-03-04
56,Got Your Money,Ol' Dirty Bastard Featuring Kelis,57,33,20,2000-03-04
57,This Woman Needs,SHeDAISY,67,57,5,2000-03-04
58,Anything,JAY-Z,72,58,2,2000-03-04
59,Hanginaround,Counting Crows,56,28,18,2000-03-04
60,The Great Beyond,R.E.M.,59,57,11,2000-03-04
61,Rhythm Divine,Enrique Iglesias,61,32,14,2000-03-04
62,Been There,Clint Black With Steve Wariner,73,62,3,2000-03-04
63,No More Rain (In This Cloud),Angie Stone,69,56,11,2000-03-04
64,Got To Get It,Sisqo Featuring Make It Hot,63,40,16,2000-03-04
65,G'd Up,Snoop Dogg Presents Tha Eastsidaz,55,47,9,2000-03-04
66,Feelin' So Good,Jennifer Lopez Featuring Big Pun & Fat Joe,79,66,3,2000-03-04
67,He Didn't Have To Be,Brad Paisley,68,30,20,2000-03-04
68,What Do You Say,Reba,60,31,19,2000-03-04
69,24/7,Kevon Edmonds,64,10,18,2000-03-04
70,Shake Your Bon-Bon,Ricky Martin,46,22,16,2000-03-04
71,I Need A Hot Girl,Hot Boys,75,71,3,2000-03-04
72,Do What You Gotta Do,Garth Brooks,81,72,3,2000-03-04
73,That's What I'm Looking For,Da Brat,93,73,2,2000-03-04
74,Party Up (Up In Here),DMX,88,74,2,2000-03-04
75,Carlene,Phil Vassar,,75,1,2000-03-04
76,No Leaf Clover,Metallica,78,76,4,2000-03-04
77,The Best Man I Can Be,"Ginuwine, R.L., Tyrese, Case",82,77,9,2000-03-04
78,Whoa!,Black Rob,,78,1,2000-03-04
79,Best Friend,Puff Daddy Featuring Mario Winans & Hezekiah Walker & The Love Fe,62,59,4,2000-03-04
80,"Left, Right, Left",Drama,89,80,4,2000-03-04
